name,dept,area,count,adjustedcount,year
Deepak Kapur,University of New Mexico,Software engineering,1.0,0.33333,2006
Deepak Kapur,University of New Mexico,High-performance computing,1.0,0.5,1996
Deepak Kapur,University of New Mexico,Software engineering,1.0,0.25,2012
Deepak Kapur,University of New Mexico,Software engineering,1.0,0.25,2014
Deepak Kapur,University of New Mexico,Software engineering,1.0,1.0,1994
Deepak Kapur,University of New Mexico,Programming languages,1.0,0.5,1980
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Mobile computing,1.0,0.14286,2020
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Mobile computing,1.0,0.25,2021
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Mobile computing,1.0,0.5,2022
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.33333,2016
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.11111,2017
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,2.0,0.22619,2022
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.2,2023
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.33333,2014
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.25,2015
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.25,2016
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.16667,2018
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.33333,2021
Deepak Vasisht,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.2,2022
Deian Stefan,Univ. of California - San Diego,Computer architecture,1.0,0.083333,2023
Deian Stefan,Univ. of California - San Diego,Computer security,1.0,0.2,2018
Deian Stefan,Univ. of California - San Diego,Computer security,2.0,0.5,2021
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.16667,2012
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.16667,2020
Deian Stefan,Univ. of California - San Diego,Computer security,1.0,0.11111,2021
Deian Stefan,Univ. of California - San Diego,Computer security,1.0,0.16667,2017
Deian Stefan,Univ. of California - San Diego,Computer security,1.0,0.2,2022
Deian Stefan,Univ. of California - San Diego,Computer security,3.0,0.525,2023
Deian Stefan,Univ. of California - San Diego,Operating systems,1.0,0.14286,2012
Deian Stefan,Univ. of California - San Diego,Operating systems,1.0,0.14286,2014
Deian Stefan,Univ. of California - San Diego,Operating systems,1.0,0.125,2021
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.1,2019
Deian Stefan,Univ. of California - San Diego,Programming languages,2.0,0.30952,2020
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.2,2021
Deian Stefan,Univ. of California - San Diego,Programming languages,3.0,0.6,2019
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.125,2021
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.125,2022
Deian Stefan,Univ. of California - San Diego,Programming languages,1.0,0.090909,2023
Dejing Dou,University of Oregon,Databases,3.0,0.42857,2023
Dejun Yang,Colorado School of Mines,Mobile computing,1.0,0.25,2012
Deliang Fan,Arizona State University,Design automation,1.0,0.33333,2013
Deliang Fan,Arizona State University,Design automation,2.0,0.58333,2018
Deliang Fan,Arizona State University,Design automation,2.0,0.45,2019
Deliang Fan,Arizona State University,Design automation,3.0,0.64286,2020
Deliang Fan,Arizona State University,Design automation,3.0,0.7,2021
Deliang Fan,Arizona State University,Design automation,1.0,0.16667,2022
Deliang Fan,Arizona State University,Design automation,1.0,0.2,2023
Deliang Fan,Arizona State University,Design automation,1.0,0.25,2017
Deliang Fan,Arizona State University,Design automation,1.0,0.33333,2018
Deliang Fan,Arizona State University,Design automation,1.0,0.5,2019
Deliang Fan,Arizona State University,Design automation,1.0,0.25,2021
Deliang Fan,Arizona State University,Computer security,1.0,0.25,2022
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.58333,2006
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.66667,2007
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.33333,2009
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.2,2013
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.83333,2014
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,3.0,0.83333,2015
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.5,2016
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.14286,2017
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.125,2019
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,3.0,0.40192,2020
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.33333,2021
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.16667,2023
Deming Chen,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.14286,2009
Deming Chen,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.14286,2022
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.5,2004
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.45,2007
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.5,2009
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,1.0,2010
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.33333,2011
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.25,2013
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.375,2015
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.33333,2016
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,2.0,0.25,2017
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.14286,2018
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.083333,2019
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.14286,2020
Deming Chen,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.5,2022
Deming Chen,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.16667,2019
Deming Chen,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.33333,2023
Deming Chen,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.076923,2018
Deming Chen,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.125,2020
Deming Chen,Univ. of Illinois at Urbana-Champaign,Databases,1.0,0.125,2021
Denilson Barbosa 0001,University of Alberta,Databases,1.0,0.2,2004
Denilson Barbosa 0001,University of Alberta,Databases,1.0,0.25,2010
Denilson Barbosa 0001,University of Alberta,Databases,1.0,0.25,2005
Denilson Barbosa 0001,University of Alberta,Databases,1.0,0.33333,2005
Denis Zorin,New York University,High-performance computing,1.0,0.25,2003
Denis Zorin,New York University,High-performance computing,1.0,0.1,2009
Denis Zorin,New York University,High-performance computing,1.0,0.083333,2010
Denis Zorin,New York University,High-performance computing,1.0,0.2,2019
Denise M. Woit,Toronto Metropolitan University,Software engineering,1.0,0.33333,2001
Denise M. Woit,Toronto Metropolitan University,Software engineering,1.0,1.0,1993
Dennis E. Shasha,New York University,Operating systems,1.0,0.33333,2019
Dennis E. Shasha,New York University,Databases,1.0,0.33333,1986
Dennis E. Shasha,New York University,Databases,1.0,0.25,1991
Dennis E. Shasha,New York University,Databases,1.0,0.33333,2004
Dennis E. Shasha,New York University,High-performance computing,1.0,0.5,1987
Dennis E. Shasha,New York University,Computer security,1.0,0.33333,2009
Dennis E. Shasha,New York University,Programming languages,1.0,0.25,2021
Dennis E. Shasha,New York University,Operating systems,1.0,0.25,2004
Dennis E. Shasha,New York University,Programming languages,1.0,0.25,2020
Dennis E. Shasha,New York University,Databases,1.0,0.5,1985
Dennis E. Shasha,New York University,Databases,1.0,0.5,1988
Dennis E. Shasha,New York University,Databases,1.0,0.5,1989
Dennis E. Shasha,New York University,Databases,1.0,0.5,1990
Dennis E. Shasha,New York University,Databases,1.0,0.33333,1992
Dennis E. Shasha,New York University,Databases,1.0,0.33333,2002
Dennis E. Shasha,New York University,Programming languages,1.0,0.33333,1984
Dennis E. Shasha,New York University,Programming languages,1.0,0.33333,2018
Dennis E. Shasha,New York University,Embedded & real-time systems,1.0,0.125,1991
Dennis E. Shasha,New York University,Embedded & real-time systems,1.0,0.5,1992
Dennis E. Shasha,New York University,Embedded & real-time systems,1.0,0.33333,1993
Dennis E. Shasha,New York University,Embedded & real-time systems,1.0,0.5,1995
Dennis E. Shasha,New York University,Databases,1.0,0.33333,1992
Dennis E. Shasha,New York University,Databases,1.0,0.16667,1994
Dennis E. Shasha,New York University,Databases,1.0,0.25,1996
Dennis E. Shasha,New York University,Databases,1.0,0.16667,2001
Dennis E. Shasha,New York University,Databases,1.0,0.5,2003
Dennis E. Shasha,New York University,Databases,1.0,0.2,2007
Dennis E. Shasha,New York University,Databases,1.0,0.33333,2020
Dennis E. Shasha,New York University,Databases,1.0,1.0,1985
Dennis E. Shasha,New York University,Databases,1.0,0.5,1990
Dennis E. Shasha,New York University,Databases,1.0,0.5,1991
Dennis E. Shasha,New York University,Databases,1.0,0.5,1994
Dennis E. Shasha,New York University,Databases,1.0,0.2,2001
Dennis E. Shasha,New York University,Databases,2.0,1.0,2002
Dennis E. Shasha,New York University,Databases,1.0,0.5,2003
Dennis E. Shasha,New York University,Databases,1.0,0.25,2022
Dennis G. Kafura,Virginia Tech,Software engineering,1.0,0.5,1985
Dennis G. Kafura,Virginia Tech,Programming languages,1.0,0.33333,1990
Dennis G. Kafura,Virginia Tech,Programming languages,1.0,0.25,1991
Dennis G. Kafura,Virginia Tech,Embedded & real-time systems,1.0,0.5,1990
Dennis K. Peters,Memorial University of Newfoundland,Software engineering,1.0,0.5,1994
Dennis K. Peters,Memorial University of Newfoundland,Software engineering,1.0,0.5,2000
Dennis M. Volpano,Naval Postgraduate School,Software engineering,1.0,0.5,1985
Dennis M. Volpano,Naval Postgraduate School,Programming languages,1.0,0.5,1998
Dennis M. Volpano,Naval Postgraduate School,Programming languages,1.0,0.5,2000
Dennis McLeod,University of Southern California,Databases,1.0,0.25,1993
Dennis McLeod,University of Southern California,Databases,1.0,0.5,1995
Dennis McLeod,University of Southern California,Software engineering,2.0,1.5,1976
Dennis McLeod,University of Southern California,Databases,1.0,0.5,1978
Dennis McLeod,University of Southern California,Databases,1.0,0.5,1975
Dennis McLeod,University of Southern California,Databases,1.0,0.5,1983
Dennis McLeod,University of Southern California,Databases,1.0,0.5,1984
Dennis McLeod,University of Southern California,Databases,1.0,0.25,1985
Dennis McLeod,University of Southern California,Databases,1.0,0.5,1989
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.25,2007
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.16667,2013
Denys Poshyvanyk,College of William and Mary,Software engineering,2.0,0.39286,2016
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.16667,2017
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.2,2018
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.16667,2013
Denys Poshyvanyk,College of William and Mary,Software engineering,2.0,0.41667,2015
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.33333,2016
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.125,2017
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.125,2019
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.14286,2022
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.16667,2010
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.2,2011
Denys Poshyvanyk,College of William and Mary,Software engineering,3.0,0.78333,2012
Denys Poshyvanyk,College of William and Mary,Software engineering,2.0,0.33333,2013
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.14286,2015
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.16667,2017
Denys Poshyvanyk,College of William and Mary,Software engineering,2.0,0.36667,2018
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.2,2019
Denys Poshyvanyk,College of William and Mary,Software engineering,3.0,0.50952,2020
Denys Poshyvanyk,College of William and Mary,Software engineering,3.0,0.54286,2021
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.16667,2022
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.25,2015
Denys Poshyvanyk,College of William and Mary,Software engineering,1.0,0.25,2016
Denys Poshyvanyk,College of William and Mary,Computer security,1.0,0.16667,2020
Denys Poshyvanyk,College of William and Mary,Computer security,1.0,0.16667,2022
Derek G. Corneil,University of Toronto,Design automation,1.0,0.25,1996
Derek Rayside,University of Waterloo,Software engineering,1.0,0.5,2007
Derek Rayside,University of Waterloo,Software engineering,1.0,0.14286,2014
Derek Rayside,University of Waterloo,Software engineering,1.0,0.5,2001
Derek Rayside,University of Waterloo,Software engineering,1.0,0.16667,2009
Derek Rayside,University of Waterloo,Software engineering,1.0,0.25,2011
Derek Rayside,University of Waterloo,Software engineering,1.0,0.25,2004
Derek Rayside,University of Waterloo,Programming languages,1.0,0.5,2000
Desh Ranjan,Old Dominion University,High-performance computing,1.0,0.16667,2021
Desheng Zhang,Rutgers University,Databases,1.0,0.16667,2021
Desheng Zhang,Rutgers University,Databases,1.0,0.16667,2022
Desheng Zhang,Rutgers University,Databases,3.0,0.55952,2023
Desheng Zhang,Rutgers University,Mobile computing,1.0,0.16667,2014
Desheng Zhang,Rutgers University,Mobile computing,2.0,0.36667,2019
Desheng Zhang,Rutgers University,Mobile computing,1.0,0.125,2020
Desheng Zhang,Rutgers University,Computer networks,1.0,0.16667,2021
Desheng Zhang,Rutgers University,Embedded & real-time systems,1.0,0.5,2012
Desheng Zhang,Rutgers University,Embedded & real-time systems,1.0,0.2,2018
Desheng Zhang,Rutgers University,Embedded & real-time systems,1.0,0.14286,2021
Desheng Zhang,Rutgers University,Mobile computing,1.0,0.14286,2012
Desheng Zhang,Rutgers University,Mobile computing,1.0,0.16667,2013
Desheng Zhang,Rutgers University,Mobile computing,1.0,0.16667,2018
Desheng Zhang,Rutgers University,Computer networks,1.0,0.16667,2021
Deuk Hyoun Heo,Washington State University,Design automation,1.0,0.25,2017
Devavrat Shah,Massachusetts Institute of Technology,Design automation,1.0,0.25,2008
Devavrat Shah,Massachusetts Institute of Technology,Mobile computing,1.0,0.25,2012
Devavrat Shah,Massachusetts Institute of Technology,Computer networks,1.0,0.33333,2017
Devavrat Shah,Massachusetts Institute of Technology,Computer networks,1.0,0.16667,2023
Devavrat Shah,Massachusetts Institute of Technology,Computer networks,1.0,0.2,2012
Devavrat Shah,Massachusetts Institute of Technology,Computer networks,1.0,0.2,2014
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.33333,2006
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,2.0,0.7,2008
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.33333,2009
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,4.0,1.8333,2010
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,3.0,1.3333,2012
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.33333,2013
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.33333,2016
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.5,2017
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.25,2018
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,2.0,0.75,2019
Devavrat Shah,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.5,2020
Devavrat Shah,Massachusetts Institute of Technology,Databases,1.0,0.16667,2000
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.5,2021
Devesh Tiwari,Northeastern University,Computer architecture,2.0,0.53333,2022
Devesh Tiwari,Northeastern University,Design automation,1.0,0.25,2019
Devesh Tiwari,Northeastern University,Operating systems,1.0,0.14286,2013
Devesh Tiwari,Northeastern University,Operating systems,3.0,0.64286,2020
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.25,2011
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.083333,2015
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.2,2016
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.5,2020
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.14286,2021
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.033333,2022
Devesh Tiwari,Northeastern University,High-performance computing,1.0,0.5,2019
Devesh Tiwari,Northeastern University,High-performance computing,2.0,0.41667,2023
Devesh Tiwari,Northeastern University,Design automation,1.0,0.5,2020
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.33333,2021
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.33333,2022
Devesh Tiwari,Northeastern University,Computer architecture,1.0,0.25,2016
Devesh Tiwari,Northeastern University,Programming languages,1.0,0.25,2021
Devesh Tiwari,Northeastern University,High-performance computing,1.0,0.058824,2014
Devesh Tiwari,Northeastern University,High-performance computing,3.0,0.50952,2015
Devesh Tiwari,Northeastern University,High-performance computing,2.0,0.45,2016
Devesh Tiwari,Northeastern University,High-performance computing,2.0,0.375,2017
Devesh Tiwari,Northeastern University,High-performance computing,1.0,0.25,2019
Devesh Tiwari,Northeastern University,High-performance computing,3.0,0.86667,2020
Devesh Tiwari,Northeastern University,High-performance computing,2.0,0.36667,2021
Devesh Tiwari,Northeastern University,High-performance computing,2.0,0.66667,2022
Dexter Kozen,Cornell University,Programming languages,1.0,0.14286,2019
Dexter Kozen,Cornell University,Programming languages,1.0,0.5,1984
Dexter Kozen,Cornell University,Programming languages,1.0,0.33333,1993
Dexter Kozen,Cornell University,Programming languages,1.0,0.14286,2014
Dexter Kozen,Cornell University,Programming languages,1.0,0.2,2015
Dexter Kozen,Cornell University,Programming languages,1.0,0.2,2017
Dexter Kozen,Cornell University,Programming languages,2.0,0.66667,2020
Dhabaleswar K. Panda 0001,Ohio State University,Computer architecture,1.0,1.0,1995
Dhabaleswar K. Panda 0001,Ohio State University,Computer architecture,1.0,0.33333,1997
Dhabaleswar K. Panda 0001,Ohio State University,Computer architecture,1.0,0.2,2011
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,2.0,0.36667,2003
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2013
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2019
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.076923,1990
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.2,2003
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.33333,2005
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2006
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2007
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.33333,2008
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.1,2010
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2012
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.2,2013
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2014
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.25,2016
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.16667,2020
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.125,2023
Dhabaleswar K. Panda 0001,Ohio State University,Computer architecture,1.0,0.33333,1997
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.33333,2001
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,2.0,0.36111,2003
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.33333,2004
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,3.0,0.72619,2006
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,3.0,0.75,2007
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.076923,2010
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,2.0,0.225,2012
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.14286,2013
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.14286,2015
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.16667,2016
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.2,2017
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.2,2018
Dhabaleswar K. Panda 0001,Ohio State University,High-performance computing,1.0,0.11111,2020
Diana Franklin,University of Chicago,Computer architecture,1.0,0.11111,2015
Diana Franklin,University of Chicago,Computer architecture,1.0,0.11111,2004
Diana Franklin,University of Chicago,Computer architecture,1.0,0.16667,2009
Diana Franklin,University of Chicago,Computer architecture,1.0,0.14286,2013
Diana Franklin,University of Chicago,Computer architecture,1.0,0.16667,2016
Diana Franklin,University of Chicago,Computer architecture,1.0,0.14286,2020
Diana Franklin,University of Chicago,Computer architecture,1.0,0.16667,1999
Diana Franklin,University of Chicago,Computer architecture,1.0,0.14286,2010
Diana Franklin,University of Chicago,Computer architecture,1.0,0.14286,2017
Diana Franklin,University of Chicago,Computer architecture,1.0,0.16667,2018
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,1995
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,1996
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,1997
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,2002
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.5,2005
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.5,2006
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.25,2007
Diana Marculescu,Carnegie Mellon University,Design automation,2.0,0.83333,2008
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.5,2010
Diana Marculescu,Carnegie Mellon University,Design automation,2.0,0.58333,2013
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.25,2014
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.14286,2015
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.2,2019
Diana Marculescu,Carnegie Mellon University,Computer architecture,1.0,0.5,2009
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,1994
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.5,2001
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.5,2002
Diana Marculescu,Carnegie Mellon University,Design automation,2.0,0.75,2003
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.5,2006
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,2008
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.2,2011
Diana Marculescu,Carnegie Mellon University,Design automation,2.0,0.625,2015
Diana Marculescu,Carnegie Mellon University,Design automation,1.0,0.33333,2016
Diana Marculescu,Carnegie Mellon University,Design automation,3.0,0.67619,2018
Diana Marculescu,Carnegie Mellon University,Computer architecture,1.0,0.5,2002
Diana Marculescu,Carnegie Mellon University,Computer architecture,1.0,0.5,2005
Diane J. Litman,University of Pittsburgh,Programming languages,1.0,0.33333,1997
Dianne P. O'Leary,University of Maryland - College Park,High-performance computing,1.0,0.5,1992
Diego Costa 0001,Université du Québec à Montréal,Software engineering,1.0,0.25,2022
Diego Costa 0001,Université du Québec à Montréal,Software engineering,1.0,0.33333,2022
Dilip Sarkar,University of Miami,High-performance computing,1.0,0.5,1987
Dilma Da Silva,Texas A&M University,Operating systems,1.0,0.083333,2006
Dilma Da Silva,Texas A&M University,Operating systems,1.0,0.25,2008
Dilma Da Silva,Texas A&M University,High-performance computing,1.0,0.11111,2010
Dilma Da Silva,Texas A&M University,High-performance computing,1.0,0.16667,2007
Dilma Da Silva,Texas A&M University,Programming languages,1.0,0.16667,2021
Dilma Da Silva,Texas A&M University,High-performance computing,1.0,0.16667,2012
Dimitri Theodoratos,NJIT,Databases,1.0,0.5,1997
Dimitrios Koutsonikolas,University at Buffalo,Mobile computing,1.0,0.25,2015
Dimitrios Koutsonikolas,University at Buffalo,Mobile computing,1.0,0.16667,2016
Dimitrios Koutsonikolas,University at Buffalo,Mobile computing,3.0,0.53333,2018
Dimitrios Koutsonikolas,University at Buffalo,Mobile computing,1.0,0.2,2019
Dimitrios Koutsonikolas,University at Buffalo,Computer security,1.0,0.16667,2018
Dimitrios Koutsonikolas,University at Buffalo,Measurement & perf. analysis,1.0,0.25,2022
Dimitrios Makrakis,University of Ottawa,High-performance computing,1.0,0.33333,1994
Dimitrios S. Nikolopoulos,Virginia Tech,Computer architecture,1.0,0.25,2020
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.25,2006
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.2,2000
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.2,2001
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.16667,2005
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.25,2006
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.25,2013
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.33333,2017
Dimitrios S. Nikolopoulos,Virginia Tech,Computer architecture,1.0,0.33333,2020
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.2,2000
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.33333,2001
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.5,2010
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.33333,2013
Dimitrios S. Nikolopoulos,Virginia Tech,High-performance computing,1.0,0.25,2017
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.25,2020
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.2,2021
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,3.0,0.39091,2022
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.33333,2019
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.2,2023
Dimitrios Skarlatos 0002,Carnegie Mellon University,High-performance computing,1.0,0.16667,2020
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.25,2018
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.16667,2019
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.2,2020
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.14286,2021
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.090909,2023
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.11111,2016
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.33333,2017
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.16667,2018
Dimitrios Skarlatos 0002,Carnegie Mellon University,Computer architecture,1.0,0.2,2020
