name,dept,area,count,adjustedcount,year
Richard J. Lipton,Georgia Institute of Technology,popl,1.0,0.33333,1977
Richard J. Lipton,Georgia Institute of Technology,popl,1.0,0.25,1980
Richard J. Lipton,Georgia Institute of Technology,popl,1.0,0.33333,1982
Richard J. Lipton,Georgia Institute of Technology,sigcomm,1.0,0.5,2002
Richard J. Lipton,Georgia Institute of Technology,sigmod,1.0,0.33333,1990
Richard J. Lipton,Georgia Institute of Technology,sosp,1.0,0.5,1975
Richard J. Lipton,Georgia Institute of Technology,vldb,1.0,0.5,1989
Richard J. Lipton,Georgia Institute of Technology,vldb,1.0,0.2,2010
Richard M. Fujimoto,Georgia Institute of Technology,hpdc,1.0,0.33333,1997
Richard M. Fujimoto,Georgia Institute of Technology,isca,1.0,0.33333,1988
Richard M. Fujimoto,Georgia Institute of Technology,sigmetrics,1.0,0.33333,1991
Richard M. Fujimoto,Georgia Institute of Technology,sigmetrics,1.0,0.2,1992
Richard M. Fujimoto,Georgia Institute of Technology,sigmetrics,2.0,0.83333,1994
Richard M. Karp,Univ. of California - Berkeley,asplos,1.0,0.2,1989
Richard M. Karp,Univ. of California - Berkeley,sigcomm,1.0,0.2,2001
Richard M. Karp,Univ. of California - Berkeley,sigcomm,1.0,0.2,2002
Richard N. Taylor,Univ. of California - Irvine,fse,1.0,0.25,1996
Richard N. Taylor,Univ. of California - Irvine,fse,2.0,0.58333,2007
Richard N. Taylor,Univ. of California - Irvine,fse,1.0,0.14286,2017
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,1984
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.25,1988
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,1989
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.25,1991
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.2,1995
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.33333,1998
Richard N. Taylor,Univ. of California - Irvine,icse,2.0,0.66667,1999
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,2000
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.33333,2002
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,2004
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.25,2006
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.33333,2010
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,2012
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,2013
Richard N. Taylor,Univ. of California - Irvine,issta,1.0,0.5,1993
Richard P. Martin,Rutgers University,eurosys,1.0,0.2,2010
Richard P. Martin,Rutgers University,hpca,1.0,0.25,2001
Richard P. Martin,Rutgers University,hpca,1.0,0.2,2003
Richard P. Martin,Rutgers University,hpdc,1.0,0.25,2003
Richard P. Martin,Rutgers University,isca,1.0,0.25,1997
Richard P. Martin,Rutgers University,mobicom,1.0,0.11111,2011
Richard P. Martin,Rutgers University,mobisys,1.0,0.16667,2013
Richard P. Martin,Rutgers University,mobisys,1.0,0.16667,2014
Richard P. Martin,Rutgers University,mobisys,1.0,0.125,2017
Richard P. Martin,Rutgers University,osdi,1.0,0.2,2004
Richard P. Martin,Rutgers University,sc,1.0,0.25,1999
Richard P. Martin,Rutgers University,sc,1.0,0.2,2003
Richard P. Martin,Rutgers University,sensys,1.0,0.16667,2018
Richard P. Martin,Rutgers University,sigmetrics,1.0,0.2,1998
Richard P. Martin,Rutgers University,sigmetrics,1.0,0.5,1999
Richard P. Martin,Rutgers University,sigmetrics,1.0,0.33333,2002
Richard Peng,University of Waterloo,sigmod,1.0,0.2,2021
Richard T. Snodgrass,University of Arizona,icde,1.0,0.5,1992
Richard T. Snodgrass,University of Arizona,icde,2.0,0.83333,1993
Richard T. Snodgrass,University of Arizona,icde,1.0,0.33333,1994
Richard T. Snodgrass,University of Arizona,icde,1.0,0.5,1995
Richard T. Snodgrass,University of Arizona,icde,1.0,0.2,1999
Richard T. Snodgrass,University of Arizona,icde,1.0,0.33333,2000
Richard T. Snodgrass,University of Arizona,icde,1.0,0.2,2001
Richard T. Snodgrass,University of Arizona,icde,1.0,0.25,2002
Richard T. Snodgrass,University of Arizona,icde,1.0,0.2,2009
Richard T. Snodgrass,University of Arizona,icde,2.0,0.58333,2012
Richard T. Snodgrass,University of Arizona,pods,1.0,1.0,1984
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.5,1985
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.5,1986
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.5,1987
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.33333,2001
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.33333,2002
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.5,2006
Richard T. Snodgrass,University of Arizona,sigmod,1.0,0.16667,2013
Richard T. Snodgrass,University of Arizona,vldb,1.0,0.33333,1996
Richard T. Snodgrass,University of Arizona,vldb,1.0,0.5,2003
Richard T. Snodgrass,University of Arizona,vldb,1.0,0.33333,2004
Richard T. Snodgrass,University of Arizona,vldb,1.0,0.1,2005
Richard W. Vuduc,Georgia Institute of Technology,hpdc,1.0,0.16667,2021
Richard W. Vuduc,Georgia Institute of Technology,ics,1.0,0.5,2009
Richard W. Vuduc,Georgia Institute of Technology,ics,1.0,0.16667,2012
Richard W. Vuduc,Georgia Institute of Technology,ics,1.0,0.25,2018
Richard W. Vuduc,Georgia Institute of Technology,ics,2.0,0.41667,2019
Richard W. Vuduc,Georgia Institute of Technology,ics,1.0,0.14286,2023
Richard W. Vuduc,Georgia Institute of Technology,icse,1.0,0.33333,2010
Richard W. Vuduc,Georgia Institute of Technology,isca,1.0,0.14286,2014
Richard W. Vuduc,Georgia Institute of Technology,issta,1.0,0.33333,2013
Richard W. Vuduc,Georgia Institute of Technology,micro,1.0,0.25,2010
Richard W. Vuduc,Georgia Institute of Technology,popl,1.0,0.25,2012
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.16667,2002
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.16667,2007
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.1,2009
Richard W. Vuduc,Georgia Institute of Technology,sc,2.0,0.41667,2010
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.11111,2012
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.2,2015
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.33333,2018
Richard W. Vuduc,Georgia Institute of Technology,sc,2.0,0.29167,2020
Richard W. Vuduc,Georgia Institute of Technology,sc,1.0,0.071429,2022
Richard West,Boston University,emsoft,1.0,0.33333,2018
Richard West,Boston University,emsoft,1.0,0.5,2021
Richard West,Boston University,iccad,1.0,0.33333,2022
Richard West,Boston University,rtas,1.0,0.5,2004
Richard West,Boston University,rtas,1.0,0.5,2007
Richard West,Boston University,rtas,2.0,0.83333,2011
Richard West,Boston University,rtas,1.0,0.33333,2013
Richard West,Boston University,rtas,1.0,0.33333,2017
Richard West,Boston University,rtas,1.0,0.33333,2020
Richard West,Boston University,rtas,2.0,1.0,2022
Richard West,Boston University,rtss,1.0,0.5,2000
Richard West,Boston University,rtss,1.0,0.33333,2004
Richard West,Boston University,rtss,1.0,0.5,2006
Richard West,Boston University,rtss,1.0,0.5,2007
Richard West,Boston University,rtss,1.0,0.5,2008
Richard West,Boston University,rtss,1.0,0.25,2014
Richard West,Boston University,rtss,1.0,0.33333,2015
Richard West,Boston University,rtss,1.0,0.25,2016
Richard West,Boston University,rtss,2.0,0.83333,2018
Richard Wolski,Univ. of California - Santa Barbara,emsoft,1.0,0.33333,2006
Richard Wolski,Univ. of California - Santa Barbara,hpdc,1.0,0.5,1996
Richard Wolski,Univ. of California - Santa Barbara,hpdc,1.0,1.0,1997
Richard Wolski,Univ. of California - Santa Barbara,hpdc,1.0,0.33333,1999
Richard Wolski,Univ. of California - Santa Barbara,hpdc,1.0,0.33333,2000
Richard Wolski,Univ. of California - Santa Barbara,hpdc,1.0,0.33333,2002
Richard Wolski,Univ. of California - Santa Barbara,hpdc,2.0,0.53333,2008
Richard Wolski,Univ. of California - Santa Barbara,mobisys,1.0,0.33333,2004
Richard Wolski,Univ. of California - Santa Barbara,nsdi,1.0,0.25,2005
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.2,1996
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.33333,1997
Richard Wolski,Univ. of California - Santa Barbara,sc,3.0,0.61667,1999
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.25,2000
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.5,2002
Richard Wolski,Univ. of California - Santa Barbara,sc,2.0,1.0,2003
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.16667,2006
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.5,2008
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.083333,2009
Richard Wolski,Univ. of California - Santa Barbara,sc,1.0,0.25,2017
Richard Wolski,Univ. of California - Santa Barbara,sensys,1.0,0.25,2007
Rick Kazman,University of Hawaii at Manoa,ase,1.0,0.16667,2018
Rick Kazman,University of Hawaii at Manoa,ase,1.0,0.16667,2019
Rick Kazman,University of Hawaii at Manoa,ase,1.0,0.16667,2020
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.25,1994
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.2,1999
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.33333,2001
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.5,2003
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.2,2004
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.33333,2014
Rick Kazman,University of Hawaii at Manoa,icse,2.0,0.4,2016
Rick Kazman,University of Hawaii at Manoa,icse,1.0,0.16667,2019
Rick L. Stevens,University of Chicago,hpdc,1.0,0.33333,1996
Rick L. Stevens,University of Chicago,hpdc,1.0,0.25,1997
Rick L. Stevens,University of Chicago,hpdc,1.0,0.25,2002
Rick L. Stevens,University of Chicago,sc,1.0,0.125,1995
Rick L. Stevens,University of Chicago,sc,1.0,0.066667,2005
Rick L. Stevens,University of Chicago,sc,1.0,0.125,2019
Rick L. Stevens,University of Chicago,sc,1.0,0.14286,2021
Rickard Ewetz,University of Central Florida,dac,1.0,0.33333,2015
Rickard Ewetz,University of Central Florida,dac,1.0,1.0,2017
Rickard Ewetz,University of Central Florida,dac,1.0,0.2,2019
Rickard Ewetz,University of Central Florida,dac,1.0,0.5,2021
Rickard Ewetz,University of Central Florida,dac,2.0,0.58333,2022
Rickard Ewetz,University of Central Florida,dac,1.0,0.25,2023
Rickard Ewetz,University of Central Florida,iccad,1.0,0.25,2020
Rickard Ewetz,University of Central Florida,iccad,2.0,0.83333,2021
Rickard Ewetz,University of Central Florida,iccad,1.0,0.33333,2022
Rickard Ewetz,University of Central Florida,micro,1.0,0.2,2021
Rinku Dewri,University of Denver,ccs,1.0,0.25,2007
Rishab Nithyanand,University of Iowa,ccs,1.0,0.2,2014
Rishab Nithyanand,University of Iowa,ndss,1.0,0.2,2016
Rishab Nithyanand,University of Iowa,ndss,1.0,0.14286,2018
Risto Miikkulainen,University of Texas at Austin,rtss,1.0,0.16667,2015
Rittika Shamsuddin,Oklahoma State University,vldb,1.0,0.33333,2017
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.25,1982
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.5,1986
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.33333,1987
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.5,1988
Rob A. Rutenbar,University of Pittsburgh,dac,2.0,0.83333,1989
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.5,1990
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.33333,1992
Rob A. Rutenbar,University of Pittsburgh,dac,2.0,0.83333,1994
Rob A. Rutenbar,University of Pittsburgh,dac,2.0,0.75,1996
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.25,1999
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.2,2000
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.25,2002
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.25,2003
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.25,2004
Rob A. Rutenbar,University of Pittsburgh,dac,2.0,1.0,2005
Rob A. Rutenbar,University of Pittsburgh,dac,2.0,0.58333,2006
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.5,2007
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.33333,2010
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,0.2,2013
Rob A. Rutenbar,University of Pittsburgh,dac,1.0,1.0,2014
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.25,1992
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.33333,1993
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.33333,1994
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.5,1995
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.33333,1997
Rob A. Rutenbar,University of Pittsburgh,iccad,2.0,0.5,2001
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.33333,2003
Rob A. Rutenbar,University of Pittsburgh,iccad,2.0,0.83333,2004
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.2,2005
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.5,2006
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.33333,2008
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.33333,2009
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.2,2010
Rob A. Rutenbar,University of Pittsburgh,iccad,1.0,0.2,2011
Rob A. Rutenbar,University of Pittsburgh,isca,1.0,0.33333,1989
Rob Miller 0001,Massachusetts Institute of Technology,ase,1.0,0.5,2007
Rob Miller 0001,Massachusetts Institute of Technology,ase,1.0,0.33333,2009
Rob Miller 0001,Massachusetts Institute of Technology,nsdi,1.0,0.25,2014
Rob Miller 0001,Massachusetts Institute of Technology,vldb,1.0,0.2,2011
Rob Miller 0001,Massachusetts Institute of Technology,vldb,1.0,0.2,2012
Rob Patro,University of Maryland - College Park,sigmod,1.0,0.25,2017
Robbert van Renesse,Cornell University,asplos,1.0,0.14286,2019
Robbert van Renesse,Cornell University,ccs,1.0,0.2,2016
Robbert van Renesse,Cornell University,eurosys,1.0,0.33333,2006
Robbert van Renesse,Cornell University,hpdc,2.0,1.0,1997
Robbert van Renesse,Cornell University,icse,1.0,0.33333,2004
Robbert van Renesse,Cornell University,nsdi,1.0,0.25,2008
Robbert van Renesse,Cornell University,nsdi,1.0,0.045455,2015
Robbert van Renesse,Cornell University,nsdi,1.0,0.25,2016
Robbert van Renesse,Cornell University,nsdi,1.0,0.16667,2020
Robbert van Renesse,Cornell University,osdi,1.0,0.5,2004
Robbert van Renesse,Cornell University,sigcomm,1.0,1.0,1996
Robbert van Renesse,Cornell University,sosp,1.0,0.14286,1999
Robbert van Renesse,Cornell University,sosp,1.0,0.16667,2013
Robby,Kansas State University,ase,1.0,0.25,2004
Robby,Kansas State University,ase,1.0,0.33333,2006
Robby,Kansas State University,ccs,1.0,0.25,2014
Robby,Kansas State University,emsoft,1.0,0.25,2003
Robby,Kansas State University,fse,1.0,0.33333,2009
Robby,Kansas State University,icse,1.0,0.14286,2000
Robby,Kansas State University,icse,1.0,0.125,2001
Robby,Kansas State University,icse,1.0,0.25,2013
Robert A. van Engelen,Florida State University,ics,1.0,0.2,2004
Robert A. van Engelen,Florida State University,ics,1.0,0.5,2008
Robert A. van Engelen,Florida State University,sc,1.0,0.125,2005
Robert A. van Engelen,Florida State University,sc,1.0,0.25,2006
Robert A. van de Geijn,University of Texas at Austin,ase,1.0,0.33333,2014
Robert A. van de Geijn,University of Texas at Austin,ics,1.0,0.33333,2023
Robert A. van de Geijn,University of Texas at Austin,sc,1.0,0.5,1993
Robert A. van de Geijn,University of Texas at Austin,sc,1.0,0.16667,1994
Robert A. van de Geijn,University of Texas at Austin,sc,1.0,0.14286,1997
Robert A. van de Geijn,University of Texas at Austin,sc,1.0,0.5,1998
Robert A. van de Geijn,University of Texas at Austin,sc,1.0,0.16667,2012
Robert A. van de Geijn,University of Texas at Austin,sc,1.0,0.25,2016
Robert Biddle,Carleton University,ccs,1.0,0.2,2009
Robert Biddle,Carleton University,oopsla,1.0,0.25,2006
Robert Bruce Findler,Northwestern University,ase,1.0,0.25,2001
Robert Bruce Findler,Northwestern University,asplos,1.0,0.33333,2011
Robert Bruce Findler,Northwestern University,icfp,1.0,0.5,1998
Robert Bruce Findler,Northwestern University,icfp,1.0,0.25,1999
Robert Bruce Findler,Northwestern University,icfp,1.0,0.5,2002
Robert Bruce Findler,Northwestern University,icfp,1.0,0.5,2004
Robert Bruce Findler,Northwestern University,icfp,1.0,0.25,2007
Robert Bruce Findler,Northwestern University,icfp,2.0,0.58333,2009
Robert Bruce Findler,Northwestern University,icfp,1.0,0.25,2016
Robert Bruce Findler,Northwestern University,icfp,1.0,0.2,2017
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.5,2001
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.33333,2004
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.33333,2005
Robert Bruce Findler,Northwestern University,oopsla,2.0,0.53333,2010
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.25,2012
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.33333,2013
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.2,2016
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.2,2018
Robert Bruce Findler,Northwestern University,oopsla,1.0,0.33333,2022
Robert Bruce Findler,Northwestern University,pldi,1.0,0.5,2004
Robert Bruce Findler,Northwestern University,popl,1.0,0.33333,2006
Robert Bruce Findler,Northwestern University,popl,1.0,0.5,2007
Robert Bruce Findler,Northwestern University,popl,2.0,0.5,2011
Robert Bruce Findler,Northwestern University,popl,1.0,0.1,2012
Robert Bruce Findler,Northwestern University,popl,1.0,0.25,2019
Robert Bruce Findler,Northwestern University,popl,1.0,0.2,2020
Robert Cartwright,Rice University,oopsla,1.0,0.5,1998
Robert Cartwright,Rice University,oopsla,1.0,0.33333,2003
Robert Cartwright,Rice University,oopsla,1.0,0.5,2007
Robert Cartwright,Rice University,oopsla,1.0,0.5,2008
Robert Cartwright,Rice University,pldi,1.0,0.5,1989
Robert Cartwright,Rice University,pldi,1.0,0.5,1991
Robert Cartwright,Rice University,popl,1.0,0.5,1978
Robert Cartwright,Rice University,popl,1.0,0.5,1979
Robert Cartwright,Rice University,popl,2.0,1.3333,1981
Robert Cartwright,Rice University,popl,1.0,1.0,1985
Robert Cartwright,Rice University,popl,1.0,0.5,1992
Robert D. Cameron,Simon Fraser University,asplos,1.0,0.5,2009
Robert D. Cameron,Simon Fraser University,fse,1.0,0.5,1998
Robert D. Cameron,Simon Fraser University,hpca,1.0,0.2,2012
Robert D. Kleinberg,Cornell University,imc,1.0,0.5,2008
Robert D. Kleinberg,Cornell University,nsdi,1.0,0.125,2018
Robert D. Nowak,University of Wisconsin - Madison,imc,1.0,0.33333,2003
Robert D. Nowak,University of Wisconsin - Madison,imc,1.0,0.25,2004
Robert D. Nowak,University of Wisconsin - Madison,imc,1.0,0.25,2007
Robert D. Nowak,University of Wisconsin - Madison,sigcomm,1.0,0.33333,2008
Robert D. Nowak,University of Wisconsin - Madison,sigmetrics,1.0,0.16667,2002
Robert D. Tennent,Queen’s University,popl,1.0,1.0,1973
Robert D. Tennent,Queen’s University,popl,1.0,0.5,1993
Robert Dyer 0001,University of Nebraska,fse,1.0,0.25,2014
Robert Dyer 0001,University of Nebraska,fse,1.0,0.5,2022
Robert Dyer 0001,University of Nebraska,icse,1.0,0.25,2013
Robert Dyer 0001,University of Nebraska,icse,1.0,0.25,2014
Robert E. Tarjan,Princeton University,popl,1.0,1.0,1980
Robert G. Reynolds,Wayne State University,sigmetrics,1.0,0.33333,1987
Robert Geist,Clemson University,sigmetrics,1.0,0.33333,1987
Robert H. Sloan,University of Illinois at Chicago,issta,1.0,0.5,1994
Robert Harper 0001,Carnegie Mellon University,icfp,2.0,0.83333,2001
Robert Harper 0001,Carnegie Mellon University,icfp,1.0,0.33333,2003
Robert Harper 0001,Carnegie Mellon University,icfp,1.0,0.25,2008
Robert Harper 0001,Carnegie Mellon University,icfp,1.0,0.5,2009
Robert Harper 0001,Carnegie Mellon University,icfp,1.0,0.25,2014
Robert Harper 0001,Carnegie Mellon University,icfp,1.0,0.33333,2018
Robert Harper 0001,Carnegie Mellon University,pldi,1.0,0.16667,1996
Robert Harper 0001,Carnegie Mellon University,pldi,1.0,0.33333,1998
Robert Harper 0001,Carnegie Mellon University,pldi,1.0,0.33333,1999
Robert Harper 0001,Carnegie Mellon University,pldi,1.0,0.33333,2017
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,1988
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.33333,1990
Robert Harper 0001,Carnegie Mellon University,popl,2.0,0.83333,1991
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,1993
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,1994
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,1995
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.33333,1996
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,2000
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.33333,2002
Robert Harper 0001,Carnegie Mellon University,popl,3.0,0.91667,2003
Robert Harper 0001,Carnegie Mellon University,popl,2.0,0.58333,2007
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,2012
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.5,2013
Robert Harper 0001,Carnegie Mellon University,popl,2.0,0.66667,2017
Robert Harper 0001,Carnegie Mellon University,popl,2.0,1.0,2019
Robert Harper 0001,Carnegie Mellon University,popl,1.0,0.25,2022
Robert J. Brunner,Univ. of Illinois at Urbana-Champaign,sigmod,1.0,0.16667,2000
Robert J. Walker,University of Calgary,ase,1.0,0.25,2009
Robert J. Walker,University of Calgary,fse,1.0,0.5,2000
Robert J. Walker,University of Calgary,fse,1.0,0.5,2004
Robert J. Walker,University of Calgary,fse,1.0,0.25,2007
Robert J. Walker,University of Calgary,fse,1.0,0.33333,2008
Robert J. Walker,University of Calgary,fse,1.0,0.5,2010
Robert J. Walker,University of Calgary,fse,2.0,0.83333,2012
Robert J. Walker,University of Calgary,fse,1.0,0.5,2016
Robert J. Walker,University of Calgary,icse,1.0,0.33333,1999
Robert J. Walker,University of Calgary,icse,2.0,0.75,2001
Robert J. Walker,University of Calgary,icse,1.0,0.5,2007
Robert J. Walker,University of Calgary,icse,1.0,0.5,2010
Robert J. Walker,University of Calgary,oopsla,1.0,0.16667,1998
Robert J. Walker,University of Calgary,oopsla,1.0,0.33333,2010
Robert L. Constable,Cornell University,popl,1.0,0.5,1979
Robert L. Constable,Cornell University,sosp,1.0,0.14286,1999
Robert M. Kirby,University of Utah,ics,1.0,0.33333,2020
Robert M. Kirby,University of Utah,sc,1.0,0.2,1999
Robert M. Kirby,University of Utah,sc,1.0,0.5,2013
Robert Muller,Boston College,icfp,1.0,0.25,1997
Robert Muller,Boston College,icfp,1.0,0.2,2001
Robert Muller,Boston College,oopsla,1.0,0.16667,1993
Robert Muller,Boston College,popl,1.0,1.0,1994
Robert P. Dick,University of Michigan,asplos,1.0,0.2,2008
Robert P. Dick,University of Michigan,dac,1.0,0.33333,2004
Robert P. Dick,University of Michigan,dac,1.0,0.25,2005
Robert P. Dick,University of Michigan,dac,1.0,0.2,2007
Robert P. Dick,University of Michigan,dac,1.0,0.25,2010
Robert P. Dick,University of Michigan,emsoft,1.0,0.25,2008
Robert P. Dick,University of Michigan,iccad,1.0,0.5,1997
Robert P. Dick,University of Michigan,iccad,1.0,0.5,1998
Robert P. Dick,University of Michigan,iccad,1.0,0.2,2006
Robert P. Dick,University of Michigan,iccad,1.0,0.125,2007
Robert P. Dick,University of Michigan,iccad,2.0,0.325,2008
Robert P. Dick,University of Michigan,iccad,1.0,0.2,2009
Robert P. Dick,University of Michigan,iccad,1.0,0.33333,2010
Robert P. Dick,University of Michigan,isca,1.0,0.14286,2008
Robert P. Dick,University of Michigan,micro,1.0,0.14286,2008
Robert P. Dick,University of Michigan,mobisys,1.0,0.2,2009
Robert P. Dick,University of Michigan,mobisys,1.0,0.25,2011
Robert P. Dick,University of Michigan,sensys,1.0,0.33333,2009
Robert Pless,George Washington University,sensys,1.0,0.16667,2003
Robert R. Kessler,University of Utah,micro,1.0,0.5,1978
Robert R. Kessler,University of Utah,micro,1.0,0.5,1979
Robert R. Kessler,University of Utah,pldi,1.0,0.5,1987
Robert Rand 0001,University of Chicago,popl,1.0,0.33333,2017
Robert Rand 0001,University of Chicago,popl,1.0,0.2,2021
Robert Rand 0001,University of Chicago,popl,1.0,0.25,2023
Robert Simon,George Mason University,hpdc,1.0,0.5,1997
Robert Soulé,Yale University,eurosys,1.0,0.2,2019
Robert Soulé,Yale University,eurosys,1.0,0.2,2020
Robert Soulé,Yale University,nsdi,1.0,0.33333,2007
Robert Soulé,Yale University,nsdi,1.0,0.16667,2009
Robert Soulé,Yale University,nsdi,2.0,0.25,2018
Robert Soulé,Yale University,nsdi,1.0,0.1,2021
Robert Soulé,Yale University,sigcomm,1.0,0.1,2018
Robert Soulé,Yale University,sosp,1.0,0.125,2017
Robert Soulé,Yale University,vldb,1.0,0.14286,2010
Robert Soulé,Yale University,vldb,1.0,0.2,2021
Robert St. Amant,North Carolina State University,ndss,1.0,0.25,2004
Robert Tappan Morris,Massachusetts Institute of Technology,asplos,1.0,0.33333,2002
Robert Tappan Morris,Massachusetts Institute of Technology,ccs,1.0,0.5,2002
Robert Tappan Morris,Massachusetts Institute of Technology,ccs,1.0,0.2,2007
Robert Tappan Morris,Massachusetts Institute of Technology,eurosys,1.0,0.25,2009
Robert Tappan Morris,Massachusetts Institute of Technology,eurosys,1.0,0.33333,2010
Robert Tappan Morris,Massachusetts Institute of Technology,eurosys,2.0,0.58333,2012
Robert Tappan Morris,Massachusetts Institute of Technology,mobicom,1.0,0.2,2000
Robert Tappan Morris,Massachusetts Institute of Technology,mobicom,2.0,0.45,2001
Robert Tappan Morris,Massachusetts Institute of Technology,mobicom,1.0,0.25,2003
Robert Tappan Morris,Massachusetts Institute of Technology,mobicom,1.0,0.25,2005
Robert Tappan Morris,Massachusetts Institute of Technology,nsdi,1.0,0.16667,2004
Robert Tappan Morris,Massachusetts Institute of Technology,nsdi,1.0,0.25,2005
Robert Tappan Morris,Massachusetts Institute of Technology,nsdi,4.0,0.99167,2006
Robert Tappan Morris,Massachusetts Institute of Technology,nsdi,1.0,0.33333,2008
Robert Tappan Morris,Massachusetts Institute of Technology,nsdi,1.0,0.14286,2009
Robert Tappan Morris,Massachusetts Institute of Technology,nsdi,1.0,0.16667,2014
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,1.0,0.25,2002
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,1.0,0.16667,2004
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,1.0,0.16667,2006
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,1.0,0.083333,2008
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,1.0,0.14286,2010
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,1.0,0.25,2014
Robert Tappan Morris,Massachusetts Institute of Technology,osdi,2.0,0.45833,2018
