name,dept,area,count,adjustedcount,year,country
Edward D. Lazowska,University of Washington,Measurement & perf. analysis,2.0,0.83333,1989,us
Edward D. Lazowska,University of Washington,Measurement & perf. analysis,1.0,0.5,1990,us
Edward D. Lazowska,University of Washington,Measurement & perf. analysis,1.0,0.2,1997,us
Edward D. Lazowska,University of Washington,Databases,1.0,0.5,1992,us
Edward D. Lazowska,University of Washington,Databases,1.0,0.2,2016,us
Edward D. Lazowska,University of Washington,Operating systems,1.0,0.5,1979,us
Edward D. Lazowska,University of Washington,Operating systems,1.0,0.16667,1981,us
Edward D. Lazowska,University of Washington,Operating systems,2.0,0.45,1989,us
Edward D. Lazowska,University of Washington,Operating systems,1.0,0.25,1991,us
Edward F. Gehringer,North Carolina State University,Computer architecture,2.0,0.75,1985,us
Edward F. Gehringer,North Carolina State University,Computer architecture,1.0,0.5,1986,us
Edward F. Gehringer,North Carolina State University,Operating systems,1.0,1.0,1979,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,1.0,1988,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.33333,1992,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.33333,1996,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.33333,1998,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.5,2002,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.33333,1996,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,1.0,1985,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,1.0,1991,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.33333,1995,us
Edward Omiecinski,Georgia Institute of Technology,Databases,1.0,0.33333,1999,us
Edward Sciore,Boston College,Databases,2.0,1.0,1990,us
Edward Sciore,Boston College,Databases,1.0,1.0,1983,us
Edward Sciore,Boston College,Databases,1.0,1.0,1979,us
Edward Sciore,Boston College,Databases,1.0,1.0,1981,us
Edward Sciore,Boston College,Databases,1.0,0.5,1988,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.2,2001,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.25,2002,us
Edward W. Knightly,Rice University,Mobile computing,2.0,0.66667,2004,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.33333,2005,us
Edward W. Knightly,Rice University,Mobile computing,2.0,0.83333,2008,us
Edward W. Knightly,Rice University,Mobile computing,2.0,0.58333,2010,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.33333,2012,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.33333,2014,us
Edward W. Knightly,Rice University,Mobile computing,2.0,0.45,2018,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.2,2020,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.16667,2022,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.25,2006,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.33333,2008,us
Edward W. Knightly,Rice University,Computer networks,1.0,0.33333,2016,us
Edward W. Knightly,Rice University,Mobile computing,1.0,0.16667,2020,us
Edward W. Knightly,Rice University,Computer networks,1.0,0.2,2000,us
Edward W. Knightly,Rice University,Computer networks,1.0,0.5,2003,us
Edward W. Knightly,Rice University,Measurement & perf. analysis,1.0,0.5,1994,us
Edward W. Knightly,Rice University,Measurement & perf. analysis,1.0,0.25,1995,us
Edward W. Knightly,Rice University,Measurement & perf. analysis,1.0,1.0,1997,us
Edward W. Knightly,Rice University,Measurement & perf. analysis,1.0,0.2,2005,us
Eftychios Sifakis,University of Wisconsin - Madison,Computer architecture,1.0,0.11111,2007,us
Ehsan Aryafar,Portland State University,Mobile computing,1.0,0.25,2010,us
Ehsan Aryafar,Portland State University,Mobile computing,1.0,0.2,2012,us
Eileen T. Kraemer,Clemson University,Software engineering,1.0,0.2,2008,us
Eileen T. Kraemer,Clemson University,High-performance computing,1.0,0.25,2001,us
El Kindi Rezig,University of Utah,Databases,1.0,0.25,2015,us
El Kindi Rezig,University of Utah,Databases,1.0,0.16667,2021,us
Elad Alon,Univ. of California - Berkeley,Design automation,1.0,0.083333,2021,us
Elad Alon,Univ. of California - Berkeley,Design automation,1.0,0.16667,2008,us
Elad Alon,Univ. of California - Berkeley,Design automation,1.0,0.076923,2013,us
Elahe Soltanaghai,Univ. of Illinois at Urbana-Champaign,Mobile computing,1.0,0.14286,2021,us
Elahe Soltanaghai,Univ. of Illinois at Urbana-Champaign,Mobile computing,1.0,0.33333,2018,us
Elahe Soltanaghai,Univ. of Illinois at Urbana-Champaign,Computer networks,1.0,0.16667,2022,us
Elahe Soltanaghai,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.33333,2019,us
Elaheh Bozorgzadeh,Univ. of California - Irvine,Design automation,1.0,0.25,2003,us
Elaheh Bozorgzadeh,Univ. of California - Irvine,Design automation,2.0,0.58333,2005,us
Elaheh Bozorgzadeh,Univ. of California - Irvine,Design automation,1.0,0.25,2007,us
Elaheh Bozorgzadeh,Univ. of California - Irvine,Design automation,1.0,0.25,2004,us
Elaheh Bozorgzadeh,Univ. of California - Irvine,Design automation,1.0,0.5,2005,us
Elaheh Bozorgzadeh,Univ. of California - Irvine,Design automation,1.0,0.2,2015,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,1.0,0.2,2020,us
Elaheh Sadredini,Univ. of California - Riverside,Design automation,1.0,0.2,2021,us
Elaheh Sadredini,Univ. of California - Riverside,Design automation,1.0,0.11111,2022,us
Elaheh Sadredini,Univ. of California - Riverside,Design automation,1.0,0.33333,2023,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,1.0,0.25,2018,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,2.0,0.31111,2020,us
Elaheh Sadredini,Univ. of California - Riverside,Design automation,1.0,0.5,2022,us
Elaheh Sadredini,Univ. of California - Riverside,High-performance computing,1.0,0.25,2017,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,1.0,0.125,2022,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,1.0,0.14286,2018,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,1.0,0.2,2019,us
Elaheh Sadredini,Univ. of California - Riverside,Computer architecture,1.0,0.25,2021,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,1.0,1995,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.5,1996,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,1.0,2007,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.5,1982,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.5,1993,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.5,1997,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.5,1994,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.5,2002,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.33333,2004,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.33333,2006,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.33333,2007,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.2,2018,us
Elaine J. Weyuker,University of Central Florida,Software engineering,1.0,0.2,2020,us
Elaine Shi,Carnegie Mellon University,Computer architecture,1.0,0.16667,2015,us
Elaine Shi,Carnegie Mellon University,Computer architecture,1.0,0.16667,2020,us
Elaine Shi,Carnegie Mellon University,Computer security,4.0,1.1012,2013,us
Elaine Shi,Carnegie Mellon University,Computer security,3.0,0.54286,2014,us
Elaine Shi,Carnegie Mellon University,Computer security,2.0,0.58333,2015,us
Elaine Shi,Carnegie Mellon University,Computer security,3.0,0.73333,2016,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.16667,2017,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.16667,2018,us
Elaine Shi,Carnegie Mellon University,Mobile computing,1.0,0.25,2012,us
Elaine Shi,Carnegie Mellon University,Mobile computing,1.0,0.16667,2014,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.2,2011,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.33333,2012,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.5,2013,us
Elaine Shi,Carnegie Mellon University,Computer security,2.0,0.53333,2014,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.14286,2017,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.2,2023,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.5,2013,us
Elaine Shi,Carnegie Mellon University,Computer security,2.0,0.4,2014,us
Elaine Shi,Carnegie Mellon University,Computer security,2.0,0.36667,2015,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.2,2016,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.33333,2018,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.090909,2019,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,1.0,2020,us
Elaine Shi,Carnegie Mellon University,Computer security,1.0,0.2,2022,us
Elaine Shi,Carnegie Mellon University,Programming languages,1.0,0.2,2021,us
Elaine Shi,Carnegie Mellon University,Programming languages,1.0,0.25,2014,us
Elaine Shi,Carnegie Mellon University,Programming languages,1.0,0.2,2023,us
Elaine Shi,Carnegie Mellon University,Computer networks,1.0,0.16667,2007,us
Elaine Shi,Carnegie Mellon University,Databases,1.0,0.2,2012,us
Elaine Shi,Carnegie Mellon University,Operating systems,1.0,0.16667,2005,us
Elaine Shi,Carnegie Mellon University,Databases,1.0,0.16667,2022,us
Elena L. Glassman,Harvard University,Software engineering,1.0,0.2,2020,us
Elena Sherman,Boise State University,Software engineering,1.0,0.5,2014,us
Elena Sherman,Boise State University,Software engineering,1.0,0.5,2015,us
Elena Sherman,Boise State University,Software engineering,1.0,0.5,2019,us
Elena Sherman,Boise State University,Software engineering,1.0,0.33333,2009,us
Elena Zheleva,University of Illinois at Chicago,Computer security,1.0,0.11111,2019,us
Eleni Stroulia,University of Alberta,Software engineering,1.0,0.5,2005,canada
Eli Gafni,Univ. of California - Los Angeles,Operating systems,1.0,0.11111,2019,us
Eli Tilevich,Virginia Tech,Software engineering,1.0,0.25,2003,us
Eli Tilevich,Virginia Tech,Software engineering,1.0,0.5,2005,us
Eli Tilevich,Virginia Tech,Software engineering,1.0,0.5,2012,us
Eli Tilevich,Virginia Tech,Programming languages,1.0,0.5,2008,us
Eli Tilevich,Virginia Tech,Programming languages,1.0,0.5,2009,us
Eli Tilevich,Virginia Tech,Programming languages,1.0,0.33333,2010,us
Eli Upfal,Brown University,Databases,1.0,0.2,2012,us
Eli Upfal,Brown University,High-performance computing,1.0,0.2,2012,us
Eli Upfal,Brown University,Databases,1.0,0.16667,2000,us
Eli Upfal,Brown University,Databases,1.0,0.16667,2007,us
Eli Upfal,Brown University,Databases,1.0,0.16667,2009,us
Eli Upfal,Brown University,Databases,1.0,0.25,2011,us
Eli Upfal,Brown University,Databases,1.0,0.16667,2017,us
Eli Upfal,Brown University,Databases,1.0,0.11111,2019,us
Eli Upfal,Brown University,Databases,1.0,0.33333,2010,us
Eli Upfal,Brown University,Databases,1.0,0.25,2017,us
Elias Bou-Harb,Florida Atlantic University,Computer security,1.0,0.2,2017,us
Elias Bou-Harb,Florida Atlantic University,Computer security,1.0,0.16667,2022,us
Elias Bou-Harb,Florida Atlantic University,Computer security,1.0,0.2,2023,us
Elisa Bertino,Purdue University,Computer security,2.0,0.66667,1993,us
Elisa Bertino,Purdue University,Computer security,1.0,0.33333,1994,us
Elisa Bertino,Purdue University,Computer security,2.0,0.58333,1996,us
Elisa Bertino,Purdue University,Computer security,1.0,0.33333,2002,us
Elisa Bertino,Purdue University,Computer security,1.0,0.33333,2005,us
Elisa Bertino,Purdue University,Computer security,1.0,0.2,2019,us
Elisa Bertino,Purdue University,Computer security,1.0,0.2,2021,us
Elisa Bertino,Purdue University,Databases,1.0,1.0,1991,us
Elisa Bertino,Purdue University,Databases,1.0,1.0,1992,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,1994,us
Elisa Bertino,Purdue University,Databases,1.0,0.5,1996,us
Elisa Bertino,Purdue University,Databases,1.0,0.33333,1999,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,2005,us
Elisa Bertino,Purdue University,Databases,3.0,0.83333,2008,us
Elisa Bertino,Purdue University,Databases,1.0,0.33333,2009,us
Elisa Bertino,Purdue University,Databases,2.0,0.75,2010,us
Elisa Bertino,Purdue University,Databases,2.0,0.5,2012,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,2014,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,2015,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,2016,us
Elisa Bertino,Purdue University,Databases,3.0,1.0833,2020,us
Elisa Bertino,Purdue University,Databases,1.0,0.2,2022,us
Elisa Bertino,Purdue University,Software engineering,1.0,0.14286,2021,us
Elisa Bertino,Purdue University,Software engineering,1.0,0.14286,2022,us
Elisa Bertino,Purdue University,Computer security,1.0,0.25,2018,us
Elisa Bertino,Purdue University,Computer security,1.0,0.2,2019,us
Elisa Bertino,Purdue University,Computer security,1.0,0.125,2022,us
Elisa Bertino,Purdue University,Computer security,1.0,0.25,2023,us
Elisa Bertino,Purdue University,Programming languages,1.0,0.5,1998,us
Elisa Bertino,Purdue University,Databases,1.0,0.5,1996,us
Elisa Bertino,Purdue University,Mobile computing,1.0,0.33333,2014,us
Elisa Bertino,Purdue University,Databases,1.0,0.33333,1989,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,1995,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,1997,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,2007,us
Elisa Bertino,Purdue University,Databases,1.0,0.125,1984,us
Elisa Bertino,Purdue University,Databases,1.0,0.25,1996,us
Elisa Bertino,Purdue University,Databases,1.0,0.14286,2007,us
Elisa Bertino,Purdue University,Databases,1.0,0.5,2008,us
Elisa Bertino,Purdue University,Databases,1.0,0.33333,2009,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Measurement & perf. analysis,1.0,0.25,2005,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Measurement & perf. analysis,1.0,0.25,2007,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Measurement & perf. analysis,1.0,0.25,2019,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Measurement & perf. analysis,1.0,0.2,2022,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Mobile computing,1.0,0.5,1999,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Mobile computing,1.0,0.25,2003,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Mobile computing,1.0,0.2,2006,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Mobile computing,1.0,0.25,2013,us
Elizabeth M. Belding,Univ. of California - Santa Barbara,Computer networks,1.0,0.16667,2023,us
Elizabeth R. Jessup,University of Colorado Boulder,High-performance computing,1.0,0.16667,2019,us
Elizabeth R. Jessup,University of Colorado Boulder,High-performance computing,1.0,0.25,2009,us
Elizabeth Varki,University of New Hampshire,Operating systems,1.0,0.25,2008,us
Elizabeth Varki,University of New Hampshire,Measurement & perf. analysis,1.0,0.5,1996,us
Elizabeth Varki,University of New Hampshire,Measurement & perf. analysis,1.0,1.0,1999,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Design automation,1.0,0.5,1992,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,1991,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,1995,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,1996,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,1997,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,1998,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2004,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,2005,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.5,2008,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.2,2009,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,2010,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.47619,2011,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,2013,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.16667,2014,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,2015,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.16667,2017,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.325,2018,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2019,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.2,2020,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,2022,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,2004,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,2006,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.14286,2011,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2013,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2014,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.66667,2016,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2017,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2019,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.2,2020,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.2,2021,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.5,2022,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.2,2023,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,1989,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,1.0,1992,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,1997,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.83333,2005,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2006,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.66667,2009,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.33333,2010,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.66667,2011,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,2.0,0.7,2013,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2015,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2016,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2017,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2018,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.2,2019,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.5,2020,us
Elke A. Rundensteiner,Worcester Polytechnic Institute,Databases,1.0,0.25,2021,us
Ellen Zegura,Georgia Institute of Technology,Measurement & perf. analysis,1.0,0.25,2011,us
Ellen Zegura,Georgia Institute of Technology,Measurement & perf. analysis,1.0,0.25,2019,us
Ellen Zegura,Georgia Institute of Technology,Mobile computing,1.0,0.2,2014,us
Ellen Zegura,Georgia Institute of Technology,Computer networks,1.0,0.14286,2019,us
Ellen Zegura,Georgia Institute of Technology,Computer networks,1.0,0.090909,2020,us
Ellen Zegura,Georgia Institute of Technology,Measurement & perf. analysis,1.0,0.33333,1998,us
Ellen Zegura,Georgia Institute of Technology,Measurement & perf. analysis,1.0,0.25,2005,us
Elliot Soloway,University of Michigan,Software engineering,1.0,0.5,1984,us
Ellis Horowitz,University of Southern California,Software engineering,1.0,0.33333,1976,us
Ellis Horowitz,University of Southern California,Software engineering,1.0,0.5,1985,us
Ellis Horowitz,University of Southern California,Software engineering,1.0,0.25,1995,us
Ellis Horowitz,University of Southern California,Embedded & real-time systems,1.0,0.5,1989,us
Emad Shihab,Concordia University,Software engineering,1.0,0.25,2022,canada
Emad Shihab,Concordia University,Software engineering,1.0,0.2,2011,canada
Emad Shihab,Concordia University,Software engineering,1.0,0.25,2012,canada
Emad Shihab,Concordia University,Software engineering,1.0,0.25,2014,canada
Emad Shihab,Concordia University,Software engineering,1.0,0.2,2017,canada
Emad Shihab,Concordia University,Software engineering,2.0,0.5,2022,canada
Emad Shihab,Concordia University,Software engineering,1.0,0.25,2019,canada
Emad Shihab,Concordia University,Software engineering,1.0,0.14286,2022,canada
Emery D. Berger,University of Massachusetts Amherst,Computer architecture,1.0,0.25,2000,us
Emery D. Berger,University of Massachusetts Amherst,Computer architecture,1.0,0.25,2008,us
Emery D. Berger,University of Massachusetts Amherst,Computer architecture,1.0,0.5,2013,us
Emery D. Berger,University of Massachusetts Amherst,Computer architecture,1.0,0.33333,2017,us
Emery D. Berger,University of Massachusetts Amherst,Computer security,1.0,0.5,2010,us
Emery D. Berger,University of Massachusetts Amherst,Operating systems,1.0,0.33333,2007,us
Emery D. Berger,University of Massachusetts Amherst,Software engineering,1.0,0.33333,2016,us
Emery D. Berger,University of Massachusetts Amherst,Software engineering,1.0,0.5,2023,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2002,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2004,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.5,2005,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.25,2009,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.5,2011,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.25,2012,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,2.0,0.83333,2014,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2016,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2018,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.2,2019,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.5,2020,us
Emery D. Berger,University of Massachusetts Amherst,Operating systems,1.0,0.25,2006,us
Emery D. Berger,University of Massachusetts Amherst,Operating systems,1.0,0.2,2008,us
Emery D. Berger,University of Massachusetts Amherst,Operating systems,1.0,0.33333,2023,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2001,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2005,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.5,2006,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2007,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.33333,2009,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.5,2014,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.5,2018,us
Emery D. Berger,University of Massachusetts Amherst,Programming languages,1.0,0.25,2019,us
Emery D. Berger,University of Massachusetts Amherst,Mobile computing,1.0,0.16667,2007,us
Emery D. Berger,University of Massachusetts Amherst,Operating systems,1.0,0.33333,2011,us
Emery D. Berger,University of Massachusetts Amherst,Operating systems,1.0,0.5,2015,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.2,2011,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,2.0,0.30952,2022,us
Emiliano De Cristofaro,Univ. of California - Riverside,Measurement & perf. analysis,2.0,0.36667,2014,us
Emiliano De Cristofaro,Univ. of California - Riverside,Measurement & perf. analysis,1.0,0.125,2017,us
Emiliano De Cristofaro,Univ. of California - Riverside,Measurement & perf. analysis,1.0,0.14286,2018,us
Emiliano De Cristofaro,Univ. of California - Riverside,Measurement & perf. analysis,1.0,0.2,2019,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.33333,2016,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.16667,2017,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.33333,2018,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,2.0,0.66667,2022,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.25,2012,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.25,2019,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.16667,2022,us
Emiliano De Cristofaro,Univ. of California - Riverside,Computer security,1.0,0.2,2023,us
Emiliano De Cristofaro,Univ. of California - Riverside,Measurement & perf. analysis,1.0,0.33333,2020,us
Emiliano De Cristofaro,Univ. of California - Riverside,Measurement & perf. analysis,1.0,0.14286,2022,us
Emma Tosch,University of Vermont,Programming languages,1.0,0.5,2014,us
Emma Tosch,University of Vermont,Programming languages,1.0,0.2,2019,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.33333,2002,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.33333,2009,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.2,2011,us
Emmett Witchel,University of Texas at Austin,Computer architecture,2.0,0.45,2013,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.16667,2016,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.5,2021,us
Emmett Witchel,University of Texas at Austin,Computer security,1.0,0.25,2007,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.14286,2012,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.5,2015,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.16667,2007,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.25,2001,us
Emmett Witchel,University of Texas at Austin,Computer architecture,1.0,0.33333,2008,us
Emmett Witchel,University of Texas at Austin,Computer security,1.0,0.125,2010,us
Emmett Witchel,University of Texas at Austin,Computer networks,1.0,0.2,2010,us
Emmett Witchel,University of Texas at Austin,Computer networks,1.0,0.16667,2016,us
Emmett Witchel,University of Texas at Austin,Computer networks,1.0,0.14286,2020,us
Emmett Witchel,University of Texas at Austin,Computer security,1.0,0.2,2013,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.125,2012,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.14286,2014,us
Emmett Witchel,University of Texas at Austin,Operating systems,2.0,0.4,2016,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.11111,2020,us
Emmett Witchel,University of Texas at Austin,Programming languages,1.0,0.16667,2005,us
Emmett Witchel,University of Texas at Austin,Programming languages,1.0,0.125,2007,us
Emmett Witchel,University of Texas at Austin,Programming languages,1.0,0.2,2009,us
Emmett Witchel,University of Texas at Austin,Measurement & perf. analysis,1.0,0.5,1996,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.2,1995,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.25,1999,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.33333,2005,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.16667,2007,us
Emmett Witchel,University of Texas at Austin,Operating systems,1.0,0.2,2009,us
